OrderNo|LineNumber|ProductID|VariationID|UnitPrice|UnitVat|Quantity
279-5966-8098|6|13375042|39746681|11727.0|1172.7|1
193-7206-2224|7|203041482|209991536|818.0|81.8|1
107-8434-6365|2|203329448|210728986|4545.0|454.5|1
451-2848-4337|1|203040894|209990930|2273.0|227.3|1
451-2841-8272|9|203041174|209991213|1091.0|109.1|1
451-2842-0126|5|203292628|210673297|3636.0|363.6|1
107-8440-1756|3|203185628|210444586|818.0|81.8|1
451-2850-8969|7|203040894|209990930|2273.0|227.3|1
107-8436-2193|2|203185628|210444586|818.0|81.8|1
451-2850-8969|2|203193555|210467134|900.0|90.0|1
451-2851-9469|3|203041337|209991379|1545.0|154.5|1
107-8435-5893|1|203041482|209991536|818.0|81.8|1
107-8436-2193|9|203041482|209991536|818.0|81.8|1
451-2851-4494|1|203040894|209990930|2273.0|227.3|1
451-2851-1781|8|203041482|209991536|818.0|81.8|1
107-8435-4618|1|203329439|210728950|7000.0|700.0|1
107-8435-1189|8|203266406|210598050|800.0|80.0|2
451-2850-6744|4|203040894|209990930|2273.0|227.3|1
193-7209-2064|2|203040894|209990930|2273.0|227.3|1
451-2851-9469|5|203041178|209991217|1091.0|109.1|1
451-2851-9684|3|203041178|209991217|1091.0|109.1|1
107-8436-2193|4|203294534|210680113|1000.0|100.0|1
451-2850-6744|5|203185642|210444600|1727.0|172.7|1
451-2850-8615|2|203040888|209990924|2273.0|227.3|1
107-8435-5231|1|203041482|209991536|818.0|81.8|1
107-8435-5893|3|203041337|209991379|1545.0|154.5|1
451-2851-6886|8|13374677|39745082|11727.0|1172.7|1
451-2851-6969|1|203040888|209990924|2273.0|227.3|1
107-8435-3000|2|203041334|209991376|1545.0|154.5|1
451-2851-1781|9|13375115|39747122|11727.0|1172.7|1
107-8436-2193|5|203040894|209990930|2273.0|227.3|1
451-2850-6744|2|203266406|210598050|800.0|80.0|3
107-8435-1189|3|203041482|209991536|818.0|81.8|1
451-2851-9684|5|13315123|38692442|1800.0|180.0|1
107-8435-2557|2|13389767|40307434|4800.0|480.0|1
451-2850-8969|1|203193556|210467135|1545.0|154.5|1
451-2851-3689|1|203040890|209990926|2273.0|227.3|1
451-2851-9684|4|203041482|209991536|818.0|81.8|1
107-8435-5893|2|203040894|209990930|2273.0|227.3|1
107-8435-2557|3|203185587|210444545|1300.0|130.0|1
107-8435-1189|2|203040894|209990930|2273.0|227.3|1
451-2850-8969|3|203193554|210467133|900.0|90.0|1
451-2851-1491|2|203040894|209990930|2273.0|227.3|1
107-8437-2385|2|203040894|209990930|2273.0|227.3|1
107-8435-4618|2|203102840|210134248|7000.0|700.0|1
451-2851-1085|1|203040894|209990930|2273.0|227.3|1
451-2851-6886|9|13375149|39747328|11727.0|1172.7|1
107-8435-2557|4|203266406|210598050|800.0|80.0|1
107-8435-3277|3|203040890|209990926|2273.0|227.3|1
107-8435-1189|4|203041178|209991217|1091.0|109.1|1
451-2851-9469|1|203040894|209990930|2273.0|227.3|1
451-2851-1781|7|203040894|209990930|2273.0|227.3|1
451-2851-3248|3|203041623|209991677|4545.0|454.5|1
193-7209-2064|4|201108952|203928737|2727.0|272.7|1
451-2851-9684|2|203040894|209990930|2273.0|227.3|1
451-2851-9684|7|203266405|210598049|800.0|80.0|1
107-8435-5231|2|203040894|209990930|2273.0|227.3|1
451-2850-6744|3|203185628|210444586|818.0|81.8|1
107-8436-2193|1|203266405|210598049|800.0|80.0|1
451-2851-9684|6|203081572|210081161|1000.0|100.0|1
451-2851-1491|3|203185642|210444600|1727.0|172.7|1
451-2851-3248|1|203266405|210598049|800.0|80.0|1
451-2851-4494|2|203041177|209991216|1727.0|172.7|1
451-2850-6744|1|203266405|210598049|800.0|80.0|1
451-2851-9469|2|203041177|209991216|1727.0|172.7|1
451-2851-3689|3|203185627|210444585|818.0|81.8|1
193-7209-8435|1|203040894|209990930|2273.0|227.3|1
451-2850-8969|5|202981807|209788978|1364.0|136.4|1
451-2851-9469|4|203041482|209991536|818.0|81.8|1
107-8435-3277|4|203285907|210657202|545.33|54.53|3
107-8435-3277|1|203266406|210598050|800.0|80.0|3
107-8436-2193|8|203041178|209991217|1091.0|109.1|2
107-8437-2385|1|203329447|210728982|8000.0|800.0|1
107-8435-2557|9|203040894|209990930|2273.0|227.3|1
451-2851-9684|1|13317473|39101054|1364.0|136.4|1
193-7209-2064|3|203285907|210657202|545.0|54.5|1
107-8435-1189|1|203185642|210444600|1727.0|172.7|1
193-7209-8435|2|203041337|209991379|1545.0|154.5|1
451-2851-3248|2|203040894|209990930|2273.0|227.3|1
451-2851-6886|6|203040894|209990930|2273.0|227.3|1
193-7209-2064|1|13330971|39159268|1000.0|100.0|1
451-2850-8969|6|203266406|210598050|800.0|80.0|2
107-8435-1189|6|203266405|210598049|800.0|80.0|1
107-8435-3000|1|203040888|209990924|2273.0|227.3|1
193-7209-2501|1|203040894|209990930|2273.0|227.3|1
107-8436-2193|7|203041177|209991216|1727.0|172.7|1
107-8435-4618|5|203102845|210134273|7000.0|700.0|1
451-2850-8615|1|13375078|39746858|11727.0|1172.7|1
451-2851-4494|3|202974761|209772457|2273.0|227.3|1
193-7209-2501|2|202906329|209553274|3545.0|354.5|1
107-8436-2193|6|203041337|209991379|1545.0|154.5|1
107-8435-4618|3|203329448|210728985|5000.0|500.0|1
451-2850-8969|4|203193572|210467151|1727.0|172.7|1
107-8435-1189|5|203185628|210444586|818.0|81.8|1
107-8436-2193|3|203294558|210680137|1000.0|100.0|1
451-2851-3689|2|203040894|209990930|2273.0|227.3|1
107-8434-8549|2|203266406|210598050|800.0|80.0|1
107-8434-8549|1|203040894|209990930|2273.0|227.3|1
451-2850-6744|6|203041178|209991217|1091.0|109.1|1
107-8438-9491|3|203041177|209991216|1727.0|172.7|1
193-7213-4849|1|203040888|209990924|2273.0|227.3|1
451-2854-7197|1|203041337|209991379|1545.33|154.53|3
451-2839-8016|1|203040894|209990930|2272.67|227.27|3
193-7212-3415|3|203041178|209991217|1091.0|109.1|1
451-2853-7013|5|203041623|209991677|4545.0|454.5|1
451-2840-1144|4|203294535|210680114|1000.0|100.0|1
451-2840-1144|5|203294593|210680213|3600.0|360.0|1
193-7212-2293|3|203040894|209990930|2273.0|227.3|1
107-8423-7725|2|203040894|209990930|2273.0|227.3|1
193-7198-0360|4|203041177|209991216|1727.0|172.7|1
107-8438-0093|3|203040888|209990924|2273.0|227.3|1
193-7213-6713|1|203040894|209990930|2273.0|227.3|1
279-6006-1387|2|203406530|210909529|1000.0|100.0|1
279-6006-1441|3|13310607|38675350|3182.0|318.2|1
451-2854-5782|2|203041482|209991536|818.0|81.8|1
193-7198-7407|7|203041620|209991674|4545.0|454.5|1
193-7212-1819|4|203041337|209991379|1545.5|154.55|2
279-6006-1554|1|202927883|209608975|818.0|81.8|1
193-7197-4977|5|203040894|209990930|2273.0|227.3|1
193-7212-5298|7|203185628|210444586|818.0|81.8|1
107-8437-8915|4|203040888|209990924|2273.0|227.3|1
279-6006-2369|2|203081600|210081189|1727.0|172.7|1
193-7198-0885|1|203041623|209991677|4545.0|454.5|1
451-2839-8016|2|203041337|209991379|1545.5|154.55|2
107-8439-1418|1|203040888|209990924|2273.0|227.3|1
193-7212-1819|5|203041178|209991217|1091.0|109.1|1
21-9324-1624|5|202156574|207309449|2273.0|227.3|1
193-7198-2982|4|203041337|209991379|1545.5|154.55|2
107-8438-4857|1|203040894|209990930|2273.0|227.3|1
107-8438-2896|1|203041171|209991210|1727.0|172.7|1
21-9324-1203|2|202156568|207309443|2273.0|227.3|1
193-7198-7407|8|203041335|209991377|1545.0|154.5|1
107-8424-6144|3|200371976|201206865|477.0|47.7|1
193-7212-5298|1|203040894|209990930|2273.0|227.3|1
107-8438-9491|6|202974761|209772457|2273.0|227.3|1
451-2841-0660|4|203041482|209991536|818.0|81.8|1
193-7197-8426|4|203040894|209990930|2273.0|227.3|1
193-7197-8426|3|203041178|209991217|1091.0|109.1|1
193-7212-3415|2|203041337|209991379|1545.0|154.5|1
451-2854-5235|1|203040894|209990930|2273.0|227.3|1
451-2839-6813|6|203041482|209991536|818.0|81.8|1
279-6006-3599|2|13317562|39100952|1364.0|136.4|1
107-8424-6144|4|200372627|201208763|545.0|54.5|1
451-2854-2869|3|203040894|209990930|2273.0|227.3|1
451-2841-0660|2|203041337|209991379|1545.0|154.5|1
193-7197-8264|2|203294551|210680130|800.0|80.0|1
107-8438-2533|4|203266405|210598049|800.0|80.0|1
193-7197-8264|1|203040894|209990930|2273.0|227.3|1
193-7198-7407|4|203041171|209991210|1727.0|172.7|1
451-2839-9874|6|203041479|209991533|818.14|81.81|7
193-7197-4977|6|203041337|209991379|1545.0|154.5|1
107-8424-0919|2|203185563|210444521|600.0|60.0|1
107-8438-0093|4|203041620|209991674|4545.0|454.5|1
193-7212-4578|2|203040894|209990930|2273.0|227.3|1
365-4450-4226|1|13314170|38690024|1000.0|100.0|1
107-8424-9535|2|203040894|209990930|2187.0|218.7|1
193-7212-1889|4|203185627|210444585|818.0|81.8|1
365-4450-4226|3|202974651|209772347|4500.0|450.0|1
193-7198-7407|1|203040888|209990924|2272.67|227.27|3
107-8439-7727|4|203285928|210657227|1000.0|100.0|1
193-7197-6136|2|203041337|209991379|1545.0|154.5|1
451-2854-4882|5|203041482|209991536|818.0|81.8|1
279-6006-0959|9|203185558|210444516|5000.0|500.0|1
107-8424-2242|4|203294557|210680136|3600.0|360.0|1
107-8437-8915|5|203041171|209991210|1727.0|172.7|1
451-2839-7353|6|203041480|209991534|818.0|81.8|1
193-7198-0885|4|203041621|209991675|4545.0|454.5|1
451-2841-0660|3|203041178|209991217|1091.0|109.1|1
107-8424-6144|5|203040894|209990930|2273.0|227.3|1
279-6006-3397|2|13336133|39179345|909.0|90.9|1
107-8423-5678|3|203294560|210680139|1000.0|100.0|1
107-8437-8937|1|203040888|209990924|2015.0|201.5|1
279-6006-0959|4|203266400|210598044|2273.0|227.3|1
451-2855-6868|5|203041178|209991217|1091.0|109.1|1
279-6005-5626|3|202156574|207309449|2273.0|227.3|1
107-8437-4064|3|203040894|209990930|2273.0|227.3|1
279-6006-3397|3|202156579|207309454|2273.0|227.3|1
451-2839-7353|4|203041173|209991212|1727.0|172.7|1
365-4450-8832|1|200408920|201282848|11727.0|1172.7|1
193-7198-7407|6|203041479|209991533|818.33|81.83|3
107-8424-9535|4|203041337|209991379|1487.0|148.7|1
193-7197-7586|7|203040888|209990924|2273.0|227.3|1
451-2854-2720|1|203040894|209990930|2273.0|227.3|1
451-2839-7353|3|203041335|209991377|1545.0|154.5|1
193-7212-7812|3|203266405|210598049|753.0|75.3|1
107-8423-7725|3|203041337|209991379|1545.0|154.5|1
193-7211-4823|1|203329459|210729008|2273.0|227.3|1
107-8439-7727|1|203040894|209990930|2273.0|227.3|1
451-2854-3152|4|203185590|210444548|2273.0|227.3|1
193-7212-3415|4|203040894|209990930|2273.0|227.3|1
107-8437-7490|1|203040890|209990926|2273.0|227.3|1
193-7198-0885|3|203041482|209991536|818.0|81.8|1
107-8438-8533|3|203040894|209990930|2273.0|227.3|1
107-8423-5678|8|203041482|209991536|818.0|81.8|1
451-2841-0660|5|203294566|210680150|4500.0|450.0|1
193-7197-8039|5|203040895|209990931|5455.0|545.5|1
193-7212-0351|3|203041172|209991211|1091.0|109.1|1
107-8438-8533|2|203041482|209991536|818.0|81.8|1
107-8438-9491|4|203041178|209991217|1091.0|109.1|1
21-9323-9764|1|202797151|209329512|2545.0|254.5|1
193-7212-4265|8|203099748|210127266|727.0|72.7|1
193-7197-7141|4|203040894|209990930|2273.0|227.3|1
193-7212-4265|3|203040888|209990924|2273.0|227.3|1
451-2854-4882|6|202156524|207309399|800.0|80.0|1
107-8438-2533|8|203081600|210081189|1727.0|172.7|1
365-4451-1203|5|201607574|205595065|5500.0|550.0|1
451-2839-7353|7|203041621|209991675|4545.0|454.5|1
193-7197-7586|5|203041335|209991377|1545.0|154.5|1
451-2841-0660|9|203294565|210680146|4500.0|450.0|1
451-2854-2989|4|203040894|209990930|2273.0|227.3|1
451-2839-9874|4|203041171|209991210|1727.0|172.7|1
107-8438-4647|3|203193555|210467134|797.0|79.7|1
193-7212-3730|6|203041177|209991216|1727.0|172.7|1
451-2839-5527|4|203040890|209990926|2273.0|227.3|1
451-2854-4882|1|13317473|39101054|1364.0|136.4|1
107-8437-8937|2|203041171|209991210|1531.0|153.1|1
193-7197-6136|3|203294566|210680151|4500.0|450.0|1
193-7212-7812|2|203081554|210081143|3251.0|325.1|1
107-8438-3139|4|203041337|209991379|1545.0|154.5|1
107-8438-3139|2|203040894|209990930|2273.0|227.3|1
451-2853-7561|1|203040894|209990930|2273.0|227.3|1
193-7212-2293|1|203041177|209991216|1727.0|172.7|1
21-9324-3887|2|203185567|210444525|1727.0|172.7|1
451-2840-1144|7|203292628|210673297|3636.0|363.6|1
193-7197-8798|1|203041337|209991379|1545.0|154.5|1
193-7198-2982|5|203041177|209991216|1727.0|172.7|1
107-8424-9535|1|203294566|210680151|4333.0|433.3|1
107-8424-2242|3|203041177|209991216|1727.0|172.7|1
193-7197-6551|3|203040888|209990924|2273.0|227.3|1
365-4450-7931|2|14421373|40531804|2179.0|217.9|1
193-7197-6136|6|202508660|208519324|2000.0|200.0|1
451-2839-8016|3|203041480|209991534|818.0|81.8|1
451-2854-4987|3|203040894|209990930|2273.0|227.3|1
193-7197-8039|3|203041482|209991536|818.0|81.8|1
107-8438-4647|1|203040894|209990930|2015.0|201.5|1
193-7213-4849|2|203099794|210127312|727.0|72.7|1
193-7197-8756|1|203041337|209991379|1545.0|154.5|1
365-4451-1218|1|202156576|207309451|2273.0|227.3|1
451-2841-0660|8|203294625|210680245|2000.0|200.0|1
107-8438-3139|8|203041177|209991216|1727.0|172.7|1
451-2854-4882|8|13379833|39766715|1500.0|150.0|1
451-2841-0660|7|203294534|210680113|1000.0|100.0|1
193-7197-4977|1|203294551|210680130|800.0|80.0|1
193-7212-2442|1|203040894|209990930|2273.0|227.3|1
193-7197-8039|1|203040894|209990930|2273.0|227.3|1
451-2854-7197|4|203040894|209990930|2272.5|227.25|2
107-8438-2533|2|203040894|209990930|2273.0|227.3|1
193-7212-4208|1|203040894|209990930|2273.0|227.3|1
451-2839-6813|7|203041337|209991379|1545.0|154.5|1
451-2839-6813|5|203041178|209991217|1091.0|109.1|1
193-7212-9387|2|203040894|209990930|2273.0|227.3|1
451-2854-4882|4|203040894|209990930|2273.0|227.3|1
107-8438-9491|2|203041337|209991379|1545.0|154.5|1
279-6006-3599|3|13314170|38690024|1000.0|100.0|2
365-4450-9958|1|203263442|210588228|13091.0|1309.1|1
107-8423-8873|2|203041337|209991379|1545.0|154.5|1
107-8424-2242|1|203041482|209991536|818.0|81.8|1
193-7197-7141|2|203041482|209991536|818.0|81.8|1
107-8424-6144|6|203041178|209991217|1091.0|109.1|1
451-2854-1936|4|203193581|210467160|1934.0|193.4|1
451-2854-2720|2|203185600|210444558|2273.0|227.3|1
193-7197-4977|7|203041178|209991217|1091.0|109.1|1
107-8437-7490|3|203041174|209991213|1091.0|109.1|1
451-2839-5527|1|203040896|209990932|2273.0|227.3|1
193-7197-8798|3|203040894|209990930|2273.0|227.3|1
107-8438-3139|11|202769131|209244244|1000.0|100.0|1
107-8438-2533|6|203041482|209991536|818.0|81.8|1
193-7197-8426|1|203294558|210680137|1000.0|100.0|1
193-7211-9500|1|203040894|209990930|2273.0|227.3|1
451-2854-2720|3|201423963|205020138|3182.0|318.2|1
21-9324-2382|1|13370229|39727102|2545.0|254.5|1
107-8438-3139|5|202156578|207309453|2273.0|227.3|1
279-6006-3397|1|13344983|39517915|2273.0|227.3|1
193-7197-6184|1|203040894|209990930|2273.0|227.3|1
451-2854-4614|2|203041178|209991217|944.0|94.4|1
193-7212-1867|8|203041177|209991216|1727.0|172.7|1
451-2855-6868|3|203185600|210444558|2273.0|227.3|1
451-2839-7353|1|203040890|209990926|2273.0|227.3|1
107-8423-5678|6|203040894|209990930|2273.0|227.3|1
107-8423-8873|1|203040894|209990930|2273.0|227.3|1
107-8438-0093|1|203041172|209991211|1091.0|109.1|1
107-8438-7096|5|203266405|210598049|800.0|80.0|1
451-2839-7088|1|203040890|209990926|2273.0|227.3|1
451-2854-5782|1|203040894|209990930|2273.0|227.3|1
107-8424-9535|5|203294613|210680233|2887.0|288.7|1
193-7197-8264|3|14420682|40529228|364.0|36.4|1
107-8438-5564|2|203041177|209991216|1727.0|172.7|1
193-7212-1889|1|203266405|210598049|800.0|80.0|1
451-2841-0660|6|203294558|210680137|1000.0|100.0|1
451-2840-1144|1|203040894|209990930|2273.0|227.3|1
451-2854-3152|3|203185642|210444600|1727.0|172.7|1
451-2839-9874|3|203041334|209991376|1545.0|154.5|1
365-4450-7931|3|13310457|38675128|515.0|51.5|1
451-2854-3152|2|203040894|209990930|2273.0|227.3|1
365-4451-1385|1|13379836|39766721|7182.0|718.2|1
451-2839-5183|3|203041337|209991379|1362.0|136.2|1
279-6006-3603|1|203066157|210043459|5000.0|500.0|1
279-6006-2675|1|202797151|209329512|2545.0|254.5|1
193-7198-0360|1|203040894|209990930|2273.0|227.3|1
365-4437-4524|1|13380545|39768883|727.0|72.7|1
107-8438-2533|3|202156531|207309406|800.0|80.0|1
193-7198-7407|2|203040889|209990925|5455.0|545.5|1
193-7212-1819|12|203193599|210467178|818.0|81.8|1
193-7212-1889|5|201554905|205422247|582.0|58.2|1
451-2854-1574|1|203040888|209990924|2273.0|227.3|1
107-8423-5678|5|203193599|210467178|818.0|81.8|1
451-2854-2720|4|203041177|209991216|1727.0|172.7|1
451-2854-7197|2|203041178|209991217|1091.0|109.1|2
107-8437-8915|6|203041479|209991533|818.0|81.8|1
279-6006-0959|12|203406530|210909529|1000.0|100.0|1
193-7197-6184|4|203041178|209991217|1091.0|109.1|1
365-4437-4524|10|13311029|38676997|345.0|34.5|1
107-8438-0093|2|203041171|209991210|1727.0|172.7|1
193-7212-5298|8|203099798|210127316|727.0|72.7|1
193-7197-4977|3|203294534|210680113|1000.0|100.0|1
451-2840-8675|5|203040894|209990930|2273.0|227.3|1
107-8438-3499|1|203040888|209990924|2273.0|227.3|1
21-9324-3887|1|203076537|210071442|1273.0|127.3|1
107-8423-8298|1|203040888|209990924|2273.0|227.3|1
107-8424-9535|3|203041482|209991536|787.0|78.7|1
193-7197-8039|4|203041178|209991217|1091.0|109.1|1
193-7197-4375|1|203040888|209990924|2273.0|227.3|1
451-2854-1936|7|203329435|210728933|6768.0|676.8|1
451-2839-7353|2|203040891|209990927|5455.0|545.5|1
193-7212-1819|1|203041172|209991211|1091.0|109.1|1
107-8438-3139|10|203185600|210444558|2273.0|227.3|1
279-6006-1441|2|13310606|38675308|2636.0|263.6|1
193-7197-8798|2|203041178|209991217|1091.0|109.1|1
107-8438-4647|2|203185628|210444586|725.0|72.5|1
193-7212-5298|6|203185621|210444579|818.0|81.8|1
193-7212-1889|2|203040888|209990924|2273.0|227.3|1
279-6006-1554|4|203081574|210081163|3455.0|345.5|1
451-2854-4882|3|13317535|39100960|1364.0|136.4|1
451-2853-7561|2|203041482|209991536|818.0|81.8|1
193-7212-2293|2|203041178|209991217|1091.0|109.1|1
193-7198-0885|8|203041480|209991534|818.0|81.8|1
365-4437-4524|4|203185559|210444517|5000.0|500.0|1
451-2854-3152|1|203041337|209991379|1545.0|154.5|1
193-7198-2982|2|203294613|210680233|3000.0|300.0|1
365-4437-4524|5|203185558|210444516|5000.0|500.0|1
193-7197-8756|2|203040894|209990930|2273.0|227.3|1
193-7198-0885|5|203040895|209990931|5455.0|545.5|1
193-7212-4578|4|203041177|209991216|1727.0|172.7|1
451-2840-1144|3|203294534|210680113|1000.0|100.0|2
107-8438-3398|1|203329457|210729006|2273.0|227.3|1
279-6006-1387|3|201203194|204324349|10400.0|1040.0|1
193-7212-1819|7|203294560|210680139|1000.0|100.0|1
365-4437-4524|14|13314170|38690024|1000.0|100.0|2
451-2854-4987|4|203041482|209991536|818.0|81.8|1
107-8423-8873|3|203041482|209991536|818.0|81.8|1
193-7212-0351|4|203041178|209991217|1091.0|109.1|1
193-7212-7812|4|203040894|209990930|2139.0|213.9|1
451-2855-6868|1|203185628|210444586|818.0|81.8|1
451-2855-6868|4|203329448|210728985|5000.0|500.0|1
193-7197-7141|1|203041178|209991217|1091.0|109.1|1
107-8424-2242|2|203040894|209990930|2273.0|227.3|1
193-7197-8039|2|203041337|209991379|1545.0|154.5|1
107-8438-7096|1|203185628|210444586|818.0|81.8|1
107-8438-7096|3|203040894|209990930|2273.0|227.3|1
193-7212-4578|7|202974761|209772457|2273.0|227.3|1
107-8424-6144|1|201205495|204336717|2909.0|290.9|1
193-7212-1889|3|203040894|209990930|2273.0|227.3|1
193-7212-3730|5|203041482|209991536|818.0|81.8|1
365-4451-1385|2|202156567|207309442|2272.67|227.27|3
107-8438-3139|9|203041482|209991536|818.0|81.8|1
451-2854-7197|3|203041177|209991216|1727.0|172.7|1
193-7197-6184|3|203294613|210680233|3000.0|300.0|1
365-4437-3875|8|13314170|38690024|1000.0|100.0|2
451-2854-2989|2|202908252|209558288|1545.0|154.5|1
107-8439-6155|1|203040894|209990930|2273.0|227.3|1
193-7198-0885|2|203040894|209990930|2273.0|227.3|1
193-7198-0360|2|203041337|209991379|1545.0|154.5|1
451-2855-6868|2|203041482|209991536|818.0|81.8|1
107-8438-2896|3|203040888|209990924|2273.0|227.3|1
193-7212-1819|11|203193555|210467134|900.0|90.0|1
451-2839-7353|5|203041174|209991213|1091.0|109.1|1
365-4450-7931|4|14420686|40529217|392.0|39.2|1
193-7197-6136|1|203040894|209990930|2273.0|227.3|1
193-7197-7586|6|203041479|209991533|818.0|81.8|1
451-2839-5183|2|203040894|209990930|2002.0|200.2|1
451-2854-2989|1|202908249|209558285|2273.0|227.3|1
451-2854-2869|5|203040890|209990926|2273.0|227.3|1
107-8437-7490|5|203041479|209991533|818.0|81.8|1
365-4437-3875|9|13372551|39737546|364.0|36.4|1
107-8423-7735|3|203040890|209990926|2273.0|227.3|1
451-2854-2989|3|203185628|210444586|818.0|81.8|1
21-9324-1203|3|202156563|207309438|2273.0|227.3|1
279-6005-5626|2|202974663|209772359|1700.0|170.0|1
365-4414-7451|1|203373751|210813437|3000.0|300.0|1
365-4451-1203|11|202462827|208363981|1300.0|130.0|1
107-8423-8873|4|202991122|209815412|1182.0|118.2|1
193-7212-4578|6|203041482|209991536|818.0|81.8|1
193-7212-5298|3|203041337|209991379|1545.0|154.5|1
193-7212-7812|1|202991122|209815412|1112.0|111.2|1
279-6005-9237|2|202750982|209195273|6364.0|636.4|1
451-2839-6813|4|203040894|209990930|2273.0|227.3|1
107-8437-4064|4|203041337|209991379|1545.0|154.5|1
107-8439-7727|2|203041337|209991379|1545.0|154.5|1
193-7197-7586|2|203041172|209991211|1091.0|109.1|1
107-8437-7490|6|202991122|209815412|1182.0|118.2|2
107-8437-4064|2|203041178|209991217|1091.0|109.1|1
107-8439-7727|3|203266405|210598049|800.0|80.0|1
193-7212-5298|5|202991122|209815412|1182.0|118.2|2
451-2853-4217|1|203040888|209990924|2273.0|227.3|1
107-8423-5678|7|203041178|209991217|1091.0|109.1|1
107-8438-0140|2|203040896|209990932|2273.0|227.3|1
365-4451-1203|3|13314174|38690058|591.0|59.1|1
193-7212-4578|3|203041337|209991379|1545.0|154.5|1
279-6006-0959|8|203351681|210766152|1091.0|109.1|1
451-2853-7013|4|203041178|209991217|1091.0|109.1|1
193-7212-3730|9|203266421|210598065|818.0|81.8|1
451-2854-4614|1|203040894|209990930|1965.0|196.5|1
451-2853-7013|6|13317535|39100960|1364.0|136.4|1
451-2840-1144|2|203041178|209991217|1091.0|109.1|2
451-2839-5527|3|203040888|209990924|2273.0|227.3|1
365-4450-4226|2|202897822|209538729|1364.0|136.4|1
193-7212-0351|5|203266405|210598049|800.0|80.0|1
193-7212-9387|1|203040888|209990924|2273.0|227.3|1
107-8423-9955|2|203040888|209990924|2273.0|227.3|1
193-7197-7141|3|203041337|209991379|1545.0|154.5|1
193-7197-4977|9|203041177|209991216|1727.0|172.7|1
193-7212-1867|7|203041178|209991217|1091.0|109.1|1
451-2854-1234|1|203040894|209990930|2273.0|227.3|1
451-2854-5782|3|203266405|210598049|800.0|80.0|1
451-2853-7013|3|203040894|209990930|2273.0|227.3|1
107-8424-2024|1|203041174|209991213|1091.0|109.1|1
451-2854-1936|2|203040890|209990926|2197.0|219.7|1
193-7212-5298|2|203041482|209991536|818.0|81.8|1
365-4437-3875|7|13310798|38675988|9000.0|900.0|1
279-6006-3200|1|13310803|38676035|9000.0|900.0|1
107-8438-9491|1|203040894|209990930|2273.0|227.3|1
193-7197-6136|4|202927883|209608975|818.0|81.8|1
107-8424-6144|7|203081601|210081190|2000.0|200.0|1
279-6006-3599|1|13317496|39100946|1364.0|136.4|1
279-6005-5626|1|202974759|209772455|2273.0|227.3|1
107-8423-5678|4|203294558|210680137|1000.0|100.0|1
193-7197-8756|3|203041482|209991536|818.0|81.8|1
107-8438-9491|5|203041482|209991536|818.0|81.8|1
107-8438-1978|1|203040894|209990930|2273.0|227.3|1
365-4451-1203|1|203263436|210588206|13091.0|1309.1|1
193-7198-2982|3|203040894|209990930|2273.0|227.3|1
279-6006-3200|2|13372551|39737546|364.0|36.4|1
279-6006-0959|13|202294009|207872172|1273.0|127.3|1
193-7198-2982|7|203041482|209991536|818.0|81.8|2
107-8438-3139|7|201423963|205020133|3182.0|318.2|1
107-8437-7490|4|203041178|209991217|1091.0|109.1|1
279-6006-2675|2|14428417|40549359|2545.0|254.5|1
193-7212-3730|4|203040894|209990930|2273.0|227.3|1
193-7212-5048|1|203040894|209990930|2273.0|227.3|1
365-4450-6307|1|203263447|210588250|13091.0|1309.1|1
193-7197-6184|2|203294566|210680151|4500.0|450.0|1
193-7212-5048|2|202974761|209772457|2273.0|227.3|1
107-8438-3139|3|203266405|210598049|800.0|80.0|1
21-9324-1203|1|202156580|207309455|2273.0|227.3|1
193-7197-8426|2|202000520|206790589|1000.0|100.0|1
193-7213-5929|1|203040894|209990930|2273.0|227.3|1
451-2841-0660|1|203040894|209990930|2273.0|227.3|1
451-2839-5527|2|203040894|209990930|2273.0|227.3|1
193-7198-8689|1|203040894|209990930|2273.0|227.3|1
193-7212-0351|2|203040888|209990924|2273.0|227.3|1
451-2854-1936|3|203041334|209991376|1495.0|149.5|1
193-7198-7407|3|203041334|209991376|1545.43|154.54|7
193-7212-1819|3|203040894|209990930|2273.0|227.3|1
107-8424-0919|1|203040888|209990924|2273.0|227.3|1
107-8438-5564|1|203040894|209990930|2273.0|227.3|1
193-7212-1819|6|203294558|210680137|1000.0|100.0|1
107-8438-3139|6|202156531|207309406|800.0|80.0|1
451-2839-9874|1|203040888|209990924|2272.67|227.27|3
193-7212-5298|4|203266405|210598049|800.0|80.0|1
107-8437-7490|2|203041335|209991377|1545.0|154.5|1
21-9323-9764|2|202784963|209296653|2273.0|227.3|1
193-7212-4265|5|203040894|209990930|2273.0|227.3|1
279-6006-3277|1|13317472|39100902|1364.0|136.4|1
193-7211-9500|3|203041482|209991536|818.0|81.8|1
193-7197-7586|1|203041171|209991210|1727.0|172.7|1
107-8438-8533|4|203041178|209991217|1091.0|109.1|1
193-7212-3730|8|203294534|210680113|1000.0|100.0|1
193-7212-1867|5|203040894|209990930|2273.0|227.3|1
193-7197-7586|3|203041620|209991674|4545.0|454.5|1
21-9324-1624|1|202156530|207309405|800.0|80.0|1
193-7212-3730|7|203041337|209991379|1545.0|154.5|1
193-7197-6497|1|203040896|209990932|2273.0|227.3|1
193-7197-4977|8|203041482|209991536|818.0|81.8|1
193-7212-1819|8|203193613|210467192|2364.0|236.4|1
