""|"279-6017-8413"|"1"|"1.0"|"202981961"|"209789298"|"85.0"|"0.0"|"1"
""|"21-9337-7735"|"3"|"1.0"|"203130178"|"210222033"|"6.67"|"1.33"|"1"
""|"21-9341-2056"|"1"|"1.0"|"201441214"|"205074573"|"38.5"|"7.7"|"1"
""|"365-4468-1098"|"5"|"1.0"|"203130203"|"210222058"|"8.33"|"1.67"|"1"
""|"279-6014-6472"|"1"|"1.0"|"203018018"|"209889876"|"20.83"|"4.17"|"1"
""|"279-6017-3435"|"1"|"1.0"|"203110138"|"210154032"|"23.33"|"4.67"|"1"
""|"279-6020-8064"|"1"|"1.0"|"203110154"|"210154144"|"45.83"|"9.17"|"1"
""|"279-6013-6517"|"1"|"1.0"|"203130189"|"210222044"|"6.67"|"1.33"|"1"
""|"279-6012-4596"|"1"|"1.0"|"203130186"|"210222041"|"6.67"|"1.33"|"1"
""|"279-6012-4596"|"2"|"1.0"|"203130202"|"210222057"|"8.33"|"1.67"|"1"
""|"365-4464-6956"|"1"|"1.0"|"202751122"|"209196030"|"30.83"|"6.17"|"1"
""|"21-9341-4382"|"1"|"1.0"|"201705440"|"205897529"|"40.0"|"8.0"|"1"
""|"21-9332-9652"|"3"|"1.0"|"203110157"|"210154165"|"45.83"|"9.16"|"2"
""|"21-9341-1930"|"1"|"0.4385"|"203130178"|"210222033"|"7.24"|"1.09"|"1"
""|"365-4468-1098"|"4"|"1.0"|"203130204"|"210222059"|"7.08"|"1.42"|"1"
""|"365-4457-4606"|"2"|"1.0"|"203432291"|"210974129"|"23.33"|"4.67"|"1"
""|"365-4464-9666"|"1"|"1.0"|"203018006"|"209889864"|"20.83"|"4.17"|"1"
""|"365-4458-5041"|"3"|"1.0"|"203130185"|"210222040"|"6.67"|"1.33"|"1"
""|"21-9335-5799"|"1"|"1.0"|"203110142"|"210154063"|"23.33"|"4.67"|"1"
""|"21-9330-3443"|"1"|"1.0"|"203110130"|"210153984"|"23.33"|"4.67"|"1"
""|"365-4466-1911"|"1"|"0.868"|"201705467"|"205897705"|"29.41"|"6.18"|"1"
""|"365-4460-8355"|"1"|"1.0"|"203110133"|"210154008"|"50.0"|"10.0"|"1"
""|"21-9340-3128"|"1"|"0.7407"|"203130199"|"210222054"|"10.37"|"0.0"|"3"
""|"365-4464-9689"|"2"|"1.0"|"203110158"|"210154173"|"45.83"|"9.17"|"1"
""|"365-4458-5041"|"2"|"1.0"|"203130183"|"210222038"|"6.67"|"1.33"|"1"
""|"279-6014-8538"|"1"|"0.7403"|"202927970"|"209609110"|"79.21"|"0.0"|"1"
""|"279-6013-6517"|"2"|"1.0"|"203130186"|"210222041"|"6.67"|"1.33"|"1"
""|"21-9339-2338"|"1"|"1.0"|"203122775"|"210191399"|"37.5"|"7.5"|"1"
""|"21-9332-7584"|"1"|"1.0"|"203432290"|"210974119"|"23.33"|"4.67"|"1"
""|"279-6019-6940"|"1"|"1.0"|"202981981"|"209789429"|"65.0"|"0.0"|"1"
""|"365-4459-9404"|"1"|"1.0"|"203122791"|"210191512"|"50.0"|"10.0"|"1"
""|"21-9329-8829"|"3"|"1.0"|"203110139"|"210154039"|"23.33"|"4.67"|"1"
""|"365-4464-7461"|"1"|"1.0"|"203130214"|"210222069"|"8.33"|"1.67"|"1"
""|"279-6013-0042"|"7"|"1.0"|"203130186"|"210222041"|"6.67"|"1.33"|"1"
""|"365-4459-6410"|"1"|"1.0"|"203122780"|"210191433"|"29.17"|"5.83"|"1"
""|"365-4465-5898"|"1"|"1.0"|"201705442"|"205897541"|"32.5"|"6.5"|"1"
""|"365-4461-9916"|"2"|"1.0"|"203432290"|"210974122"|"23.33"|"4.67"|"1"
""|"21-9333-1808"|"2"|"1.0"|"203110130"|"210153988"|"23.33"|"4.67"|"1"
""|"21-9341-2567"|"2"|"1.0"|"202751119"|"209196016"|"28.33"|"5.67"|"1"
""|"21-9333-0748"|"2"|"1.0"|"203110136"|"210154019"|"33.33"|"6.67"|"1"
""|"365-4459-8176"|"1"|"1.0"|"203110144"|"210154074"|"23.33"|"4.67"|"1"
""|"21-9339-0867"|"1"|"1.0"|"203011471"|"209879829"|"20.83"|"4.17"|"1"
""|"279-6011-7594"|"1"|"1.0"|"203432290"|"210974121"|"23.33"|"4.67"|"1"
""|"21-9332-7861"|"1"|"1.0"|"203432290"|"210974120"|"23.33"|"4.67"|"1"
""|"279-6016-4556"|"1"|"1.0"|"203110133"|"210154005"|"50.0"|"10.0"|"1"
""|"365-4468-2195"|"2"|"1.0"|"203130214"|"210222069"|"8.33"|"1.67"|"1"
""|"365-4465-3304"|"2"|"1.0"|"202981971"|"209789362"|"70.83"|"14.17"|"1"
""|"279-6023-2932"|"1"|"0.8675"|"203018008"|"209889866"|"21.14"|"4.02"|"1"
""|"365-4459-7288"|"1"|"0.8678"|"202679974"|"208938304"|"23.87"|"4.77"|"1"
""|"21-9330-7246"|"1"|"1.0"|"203432290"|"210974123"|"23.33"|"4.67"|"1"
""|"279-6011-8544"|"4"|"1.0"|"203432290"|"210974122"|"23.33"|"4.67"|"1"
""|"21-9339-1461"|"1"|"1.0"|"201705440"|"205897528"|"40.0"|"8.0"|"1"
""|"21-9335-5799"|"2"|"1.0"|"203110142"|"210154061"|"23.33"|"4.67"|"1"
""|"279-6020-4829"|"1"|"1.0"|"201705449"|"205897583"|"35.0"|"7.0"|"1"
""|"365-4466-7103"|"1"|"0.7407"|"203011471"|"209879829"|"25.18"|"0.0"|"1"
""|"279-6017-8413"|"3"|"1.0"|"201036537"|"203561850"|"29.0"|"0.0"|"1"
""|"279-6023-0317"|"2"|"1.0"|"201441252"|"205074845"|"15.0"|"0.0"|"1"
""|"279-6014-7184"|"2"|"1.0"|"203018006"|"209889864"|"20.83"|"4.17"|"1"
""|"21-9334-5151"|"2"|"1.0"|"203110170"|"210154252"|"20.0"|"0.0"|"1"
""|"279-6023-0675"|"2"|"1.0"|"202981963"|"209789315"|"70.83"|"14.17"|"1"
""|"21-9335-0526"|"2"|"1.0"|"203432290"|"210974119"|"23.33"|"4.67"|"1"
""|"279-6013-0042"|"9"|"1.0"|"203130180"|"210222035"|"6.67"|"1.33"|"1"
""|"279-6013-0042"|"4"|"1.0"|"203130177"|"210222032"|"6.67"|"1.33"|"1"
""|"21-9339-5069"|"2"|"1.0"|"203130180"|"210222035"|"6.67"|"1.33"|"1"
""|"279-6014-6472"|"2"|"1.0"|"203018011"|"209889869"|"20.83"|"4.17"|"1"
""|"21-9337-8258"|"1"|"1.0"|"201036536"|"203561843"|"20.0"|"4.0"|"1"
""|"365-4459-7426"|"1"|"0.8678"|"203110130"|"210153984"|"23.87"|"4.77"|"1"
""|"365-4465-9408"|"3"|"1.0"|"201039818"|"203585675"|"29.5"|"0.0"|"1"
""|"279-6011-7455"|"1"|"1.0"|"203110157"|"210154166"|"45.83"|"9.17"|"1"
""|"21-9332-7642"|"1"|"1.0"|"202679978"|"208938334"|"23.33"|"4.67"|"1"
""|"365-4457-1179"|"1"|"1.0"|"203432290"|"210974121"|"22.76"|"5.24"|"1"
""|"21-9338-3087"|"1"|"1.0"|"202619206"|"208785784"|"33.33"|"6.66"|"2"
""|"279-6013-0042"|"5"|"1.0"|"203130187"|"210222042"|"6.67"|"1.33"|"1"
""|"21-9338-8039"|"2"|"1.0"|"201705471"|"205897731"|"32.08"|"6.42"|"1"
""|"365-4468-0855"|"1"|"1.0"|"203018006"|"209889864"|"20.83"|"4.17"|"1"
""|"279-6014-0443"|"1"|"0.7451"|"203110146"|"210154088"|"23.59"|"4.72"|"1"
""|"21-9329-2406"|"2"|"0.8734"|"203110138"|"210154032"|"24.22"|"4.6"|"1"
""|"21-9339-0569"|"1"|"1.0"|"203122775"|"210191399"|"37.5"|"7.5"|"1"
""|"21-9338-1585"|"7"|"1.0"|"203130193"|"210222048"|"8.33"|"1.67"|"1"
""|"279-6014-6346"|"5"|"1.0"|"203110133"|"210154004"|"50.0"|"10.0"|"1"
""|"279-6011-9320"|"1"|"1.0"|"202679977"|"208938329"|"23.33"|"4.67"|"1"
""|"21-9338-0374"|"1"|"1.0"|"203110139"|"210154039"|"23.33"|"4.67"|"1"
""|"365-4461-7499"|"2"|"1.0"|"203432290"|"210974120"|"23.33"|"4.67"|"1"
""|"279-6011-1427"|"2"|"1.0"|"203110139"|"210154040"|"23.33"|"4.67"|"1"
""|"21-9338-1585"|"8"|"1.0"|"203018009"|"209889867"|"20.83"|"4.17"|"1"
""|"365-4461-9916"|"1"|"1.0"|"203432290"|"210974120"|"23.33"|"4.67"|"1"
""|"279-6015-6029"|"1"|"1.0"|"203130192"|"210222047"|"12.5"|"2.5"|"2"
""|"365-4465-1173"|"2"|"1.0"|"203130193"|"210222048"|"8.33"|"1.67"|"1"
""|"365-4461-7499"|"1"|"1.0"|"203110130"|"210153984"|"23.33"|"4.67"|"1"
""|"365-4461-3898"|"1"|"1.0"|"203130191"|"210222046"|"6.67"|"1.33"|"1"
""|"365-4468-1098"|"2"|"1.0"|"203130199"|"210222054"|"7.08"|"1.42"|"1"
""|"279-6021-3403"|"1"|"1.0"|"202619219"|"208785867"|"40.0"|"0.0"|"1"
""|"21-9339-4220"|"2"|"1.0"|"202981975"|"209789395"|"70.83"|"14.17"|"1"
""|"21-9339-5208"|"2"|"0.4862"|"203130193"|"210222048"|"9.28"|"0.93"|"1"
""|"279-6016-2720"|"1"|"1.0"|"203130213"|"210222068"|"6.67"|"1.33"|"1"
""|"21-9338-9104"|"1"|"1.0"|"203130193"|"210222048"|"8.33"|"1.67"|"1"
""|"365-4468-0024"|"1"|"0.868"|"203110129"|"210153978"|"57.66"|"10.96"|"1"
""|"279-6013-0042"|"2"|"1.0"|"203130189"|"210222044"|"6.67"|"1.33"|"1"
""|"21-9339-3362"|"1"|"1.0"|"203130193"|"210222048"|"8.33"|"1.67"|"1"
""|"279-6015-8488"|"1"|"1.0"|"203110140"|"210154045"|"23.33"|"4.67"|"1"
""|"21-9332-9349"|"1"|"1.0"|"203110181"|"210154295"|"20.0"|"0.0"|"1"
""|"21-9341-1930"|"2"|"0.4385"|"203130196"|"210222051"|"8.77"|"1.32"|"1"
""|"21-9337-9587"|"1"|"1.0"|"203110136"|"210154021"|"33.33"|"6.67"|"1"
""|"279-6011-1195"|"1"|"1.0"|"203110141"|"210154052"|"23.33"|"4.67"|"1"
""|"365-4463-8402"|"2"|"1.0"|"203130178"|"210222033"|"6.67"|"1.33"|"1"
""|"279-6017-7388"|"3"|"1.0"|"203110138"|"210154031"|"23.33"|"4.67"|"1"
""|"279-6023-2932"|"2"|"0.8675"|"203130193"|"210222048"|"8.75"|"1.66"|"2"
""|"365-4468-0024"|"2"|"0.868"|"203110129"|"210153977"|"57.66"|"10.96"|"1"
""|"21-9332-7131"|"1"|"1.0"|"203432290"|"210974122"|"23.33"|"4.67"|"1"
""|"365-4468-0339"|"1"|"1.0"|"202981960"|"209789289"|"62.5"|"12.5"|"1"
""|"279-6011-8544"|"1"|"1.0"|"202679976"|"208938322"|"48.33"|"9.67"|"1"
""|"365-4446-5496"|"1"|"1.0"|"13366208"|"39710763"|"70.83"|"14.17"|"1"
""|"21-9338-1585"|"3"|"1.0"|"203130187"|"210222042"|"6.67"|"1.33"|"1"
""|"21-9329-0424"|"1"|"1.0"|"203110192"|"210154324"|"35.0"|"0.0"|"1"
""|"279-6013-0042"|"3"|"1.0"|"203130179"|"210222034"|"6.67"|"1.33"|"1"
""|"365-4465-6539"|"1"|"1.0"|"202619205"|"208785777"|"50.0"|"10.0"|"1"
""|"279-6019-7775"|"1"|"1.0"|"203259477"|"210577507"|"12.5"|"2.5"|"1"
""|"365-4461-3488"|"1"|"1.0"|"203130213"|"210222068"|"6.67"|"1.33"|"1"
""|"279-6023-0317"|"1"|"1.0"|"201398974"|"204945542"|"5.0"|"1.0"|"1"
""|"279-6023-1976"|"1"|"1.0"|"201441239"|"205074749"|"35.0"|"7.0"|"1"
""|"21-9330-3243"|"1"|"1.0"|"202679976"|"208938322"|"48.33"|"9.67"|"1"
""|"279-6014-7184"|"1"|"1.0"|"203259477"|"210577507"|"12.5"|"2.5"|"1"
""|"365-4460-6537"|"1"|"1.0"|"203432291"|"210974127"|"23.33"|"4.67"|"1"
""|"21-9330-8688"|"2"|"1.0"|"203432290"|"210974122"|"23.33"|"4.67"|"1"
""|"279-6012-2830"|"1"|"1.0"|"203432290"|"210974121"|"23.33"|"4.67"|"1"
""|"279-6020-4865"|"3"|"1.0"|"203011495"|"209879853"|"20.83"|"4.16"|"2"
""|"21-9333-2242"|"2"|"1.0"|"203110131"|"210153993"|"25.0"|"5.0"|"1"
""|"279-6023-2010"|"2"|"1.0"|"203122773"|"210191389"|"41.67"|"8.33"|"1"
""|"365-4465-5898"|"3"|"1.0"|"201705442"|"205897538"|"32.5"|"6.5"|"1"
""|"365-4407-1126"|"2"|"1.0"|"203110141"|"210154056"|"23.33"|"4.67"|"1"
""|"21-9338-7544"|"1"|"1.0"|"201705442"|"205897537"|"32.5"|"6.5"|"1"
""|"365-4465-5898"|"2"|"1.0"|"201705442"|"205897539"|"32.5"|"6.5"|"1"
""|"365-4468-1099"|"2"|"0.8675"|"202619203"|"208785765"|"66.67"|"14.0"|"1"
""|"279-6023-1976"|"2"|"1.0"|"201441196"|"205074448"|"37.5"|"7.5"|"1"
""|"365-4461-7602"|"1"|"1.0"|"203432291"|"210974128"|"23.33"|"4.67"|"1"
""|"21-9339-8879"|"1"|"1.0"|"203130183"|"210222038"|"6.67"|"1.33"|"1"
""|"279-6023-2010"|"1"|"1.0"|"203122773"|"210191388"|"41.67"|"8.33"|"1"
""|"365-4466-2273"|"1"|"1.0"|"202981982"|"209789434"|"54.17"|"10.83"|"1"
""|"21-9340-3128"|"2"|"0.7407"|"203130202"|"210222057"|"10.37"|"0.0"|"1"
""|"21-9339-4502"|"1"|"1.0"|"203122780"|"210191437"|"29.17"|"5.83"|"1"
""|"279-6012-4491"|"1"|"1.0"|"202679980"|"208938344"|"48.33"|"9.67"|"1"
""|"21-9339-2201"|"1"|"1.0"|"203130177"|"210222032"|"6.67"|"1.33"|"1"
""|"279-6013-6298"|"1"|"1.0"|"203110142"|"210154059"|"28.0"|"0.0"|"1"
""|"365-4459-7426"|"2"|"0.8678"|"203110136"|"210154019"|"34.0"|"6.79"|"1"
""|"21-9334-3405"|"2"|"1.0"|"203110135"|"210154015"|"33.33"|"6.67"|"1"
""|"21-9335-0526"|"3"|"1.0"|"203110136"|"210154018"|"33.33"|"6.67"|"1"
""|"21-9339-5069"|"1"|"1.0"|"203130177"|"210222032"|"6.67"|"1.33"|"1"
""|"279-6019-6761"|"2"|"1.0"|"203122777"|"210191414"|"45.83"|"9.17"|"1"
""|"279-6012-5624"|"1"|"1.0"|"203432290"|"210974123"|"23.33"|"4.67"|"1"
""|"279-6021-5445"|"1"|"1.0"|"201705473"|"205897741"|"25.0"|"5.0"|"1"
""|"279-6017-8413"|"2"|"1.0"|"11910127"|"32239448"|"5.0"|"0.0"|"1"
""|"365-4468-1098"|"3"|"1.0"|"203130198"|"210222053"|"7.08"|"1.42"|"1"
""|"365-4407-1107"|"1"|"1.0"|"203110131"|"210153995"|"25.0"|"5.0"|"1"
""|"365-4464-9689"|"1"|"1.0"|"203011471"|"209879829"|"20.83"|"4.17"|"1"
""|"21-9338-9717"|"1"|"0.868"|"203130193"|"210222048"|"8.47"|"1.95"|"2"
""|"365-4407-1126"|"1"|"1.0"|"203110131"|"210153995"|"25.0"|"5.0"|"1"
""|"279-6020-4328"|"1"|"1.0"|"203110133"|"210154005"|"50.0"|"10.0"|"1"
""|"365-4466-1114"|"1"|"1.0"|"203161033"|"210351230"|"20.0"|"4.0"|"1"
""|"279-6010-9923"|"2"|"1.0"|"203432291"|"210974128"|"23.33"|"4.67"|"1"
""|"365-4462-3130"|"2"|"1.0"|"202679980"|"208938344"|"48.33"|"9.67"|"1"
""|"21-9331-1638"|"1"|"1.0"|"203110150"|"210154115"|"23.33"|"4.67"|"1"
""|"279-6011-9208"|"1"|"1.0"|"203432290"|"210974120"|"23.33"|"4.67"|"1"
""|"279-6013-0042"|"8"|"1.0"|"203130183"|"210222038"|"6.67"|"1.33"|"1"
""|"279-6020-0728"|"1"|"0.868"|"202619208"|"208785799"|"33.17"|"7.63"|"1"
""|"21-9338-7862"|"1"|"1.0"|"203130192"|"210222047"|"12.5"|"2.5"|"1"
""|"365-4465-2770"|"3"|"1.0"|"202619208"|"208785801"|"33.33"|"6.67"|"1"
""|"279-6019-7313"|"2"|"1.0"|"203018012"|"209889870"|"20.83"|"4.17"|"1"
""|"365-4466-1114"|"2"|"1.0"|"203130207"|"210222062"|"8.34"|"1.66"|"2"
""|"21-9341-1180"|"1"|"0.8675"|"202619208"|"208785798"|"34.26"|"6.51"|"1"
""|"365-4465-2706"|"1"|"1.0"|"203122775"|"210191402"|"37.5"|"7.5"|"1"
""|"21-9338-9129"|"1"|"1.0"|"203161033"|"210351230"|"20.0"|"4.0"|"1"
""|"279-6015-8274"|"1"|"1.0"|"203130213"|"210222068"|"6.67"|"1.33"|"1"
""|"279-6015-8251"|"2"|"0.7403"|"203122789"|"210191497"|"50.58"|"10.12"|"1"
""|"365-4468-2195"|"1"|"1.0"|"203130193"|"210222048"|"8.33"|"1.67"|"1"
""|"365-4465-2706"|"2"|"1.0"|"203130210"|"210222065"|"8.33"|"1.67"|"1"
""|"21-9341-4382"|"2"|"1.0"|"201705465"|"205897694"|"25.0"|"5.0"|"1"
""|"279-6023-1619"|"1"|"1.0"|"202619219"|"208785866"|"40.0"|"0.0"|"1"
""|"365-4454-9923"|"1"|"0.4855"|"203110161"|"210154191"|"50.31"|"5.03"|"1"
""|"365-4456-1363"|"1"|"1.0"|"203432290"|"210974121"|"23.33"|"4.67"|"1"
""|"365-4459-8497"|"1"|"1.0"|"203110160"|"210154187"|"45.83"|"9.17"|"1"
""|"279-6012-4596"|"3"|"1.0"|"203130204"|"210222059"|"8.33"|"1.67"|"1"
""|"279-6020-4422"|"1"|"1.0"|"202303057"|"207903320"|"18.33"|"3.67"|"1"
""|"21-9281-8550"|"1"|"1.0"|"203110138"|"210154035"|"23.33"|"4.67"|"1"
""|"365-4466-0469"|"1"|"1.0"|"202619202"|"208785756"|"70.83"|"14.17"|"1"
""|"365-4459-9404"|"2"|"1.0"|"203122783"|"210191457"|"29.17"|"5.83"|"1"
""|"21-9329-1997"|"1"|"1.0"|"203432290"|"210974120"|"23.33"|"4.67"|"1"
